Author,Rating,Review Title,Full Review,Likes,Dislikes,Date
Suranjit saha,5,Classy product,Just Awesome Phone but one thing I am not satisfied that is the phone display ,2,0,"Sep, 2018"
Amirkhan Pathan,1,Hated it!,multi touch problems,2,0,"Sep, 2018"
Naresh  Rathi,5,Must buy!,value for money .i m not facing screen bleeding issues . i m using this device from last 21 days.,2,0,"Sep, 2018"
Mohammad Tarik Lala,5,Fabulous!,1 Number Phone,2,0,"Sep, 2018"
sonu pradeep,5,Perfect product!,After 15days of use excellent mobile at its price worst every penny i played pubg 5 hours and 30min of use its comes from 90% to 20% excellent battery camera is good not great problem is notch some times its irritates need to fix this 100% you can buy this,2,0,"Sep, 2018"
V K  Venkatesh ,4,Value-for-money,It's a 5.5 inch phone in disguise.. Too good for the price but not a flagship killer. MI could have gone with 16:9 ratio instead of fooling people.. A BADLY designed display. Not suggested for those who expect 18:9 and above display. SD 845 is the selling point. Yet to test it fully .,2,0,"Sep, 2018"
Mahesha N,5,Mind-blowing purchase,After 3weeks review,2,0,"Sep, 2018"
Ramanujan,4,Really Nice,Excellent performance but display size is comparatively small...,2,0,"Sep, 2018"
Aman Singh,1,Utterly Disappointed,"Not as expected. i don't have anything else to say, anyone expecting extra ordinary will be disappointed. please don't go for this device because of low price, spend some more and feel what is a master of speed with One+ devices.",2,0,"Sep, 2018"
Tanio  Rodrigues,5,Must buy!,one word! great value for money!,2,0,"Sep, 2018"
Anup Singh,5,Wonderful,after 15 days of usage i am reviewing this device.,2,0,"Sep, 2018"
Sweety Bhushan,5,Awesome,Ordered it on 12nd September and got it delivered to my home on 13rd September !! Ekart Logistics is  the best ever logistics service provider !!,2,0,"Sep, 2018"
Suraj Prakash,5,Awesome,A Phone with versatility. Great processor comes with brilliant AI Camera and best in class experience.,2,0,"Sep, 2018"
Ramprasad R,5,Fabulous!,Nice display  awesome battery backup. Finaly got a high performing device for low price.,2,0,"Sep, 2018"
John Vaz,5,Worth every penny,Best phone for the price point of around 20k.,2,0,"Sep, 2018"
Basudeb Rakshit,4,Good choice,"Nice POCO F1 phone, no lag in games, battery good, display nice, audio mono but is so loud no issue, f.cam good and b.camera Average and face unlock is too fast, overall nice phone, download speed is too fast, I buy 1st time mi Mobile & I'm so Happy.",2,0,"Sep, 2018"
deepika sharma,5,Must buy!,thanks flipkart...your replacement policies are very good. I found scratch on the poco phone on first sale. but thanks to flipkart you replaced it successfully. in reality filpkart is the winner.,2,0,"Sep, 2018"
shane dias,4,Good choice,"Edit- Screen bleeding started, buy at own risk. The problem is real. Battery is getting worse day by day.",2,0,"Sep, 2018"
Gaurav Singh,5,Super!,I ordered Graphite Black Color But I have received Steel Blue Color ☹️👎🏻,2,0,"Sep, 2018"
adarsha gc,5,Super!,"Blue colour looks cool, then black or red - ram management is awesome and camera also very good, no flaws till now",2,0,"Sep, 2018"
Jitender  Gupta,4,Value-for-money,awsome phone but i think i get the faulty unit...  issue with the front camera... requested flipkart for d replacement but its rejected i tried three times... if any of u facung the same.issue kindly report baout it,2,0,"Sep, 2018"
Aditya  Jaiswal,5,Simply awesome,Great value for money,2,0,"Sep, 2018"
Fahim Tapadar,5,Fabulous!,"it's OnePlus killer....liquid cool technology is mind blowing... battery backup is more than expected..lasts around 1.5 day on heavy usage...came is fantastic, IR face unlock works in absolute darkness and fast...its a best value for money mobile till date",2,0,"Sep, 2018"
Satish Kumar,5,Worth every penny,"After changing it 90% - it gives me full day backup. i played 2 hrs gaming 1:30 hr of calling. 1:30 hr of browsing, 2 hrs of music playback. and still 35% left for night chat ;) ",2,0,"Sep, 2018"
Mukesh Gupta,4,Value-for-money,need to improve notification display,2,0,"Sep, 2018"
Satish,5,Ex OnePlus user. PoCo Awesome,"I was using OnePlus 5 which was stolen recently and i was waiting for new mobile, now i got this beast (POCO) its really the Flagship and OnePlus killer.  845 chip for 20k its insane. Guys awesome speed and poco launcher. I considered main things like performance, storage, camera  all gets 10/10 , people use to talk about the back panel we need to compromise on atleast small things  to get beast . It gonna kill all flagship and especially OnePlus has to think on flagship in next coming sales ...",2,0,"Sep, 2018"
Limbaji Kaypalwad,5,Excellent,one of the greatest ever face unlock . ir,1,0,"Sep, 2018"
Sandeep Santhosh,5,Worth every penny,It may have its flaws but for 20k it's the best there is . No comparisons.,2,0,"Sep, 2018"
sumit  mandre,5,Fabulous!,the real allrounder phone by xiaomi....but there are some temporary issue like camera is on slightly yellowish side when compared to rn5pro..and battery is not as good as note 5 pro..although fast charging is there but these can be fixed by future updates....,2,0,"Sep, 2018"
Flipkart Customer,5,Must buy!,every thing is perfect...,2,0,"Sep, 2018"
ashif rahman,4,Really Nice,Phone is awesome,2,0,"Sep, 2018"
Ronak Prajapati,5,Great product,Excellent,2,0,"Sep, 2018"
Rishav Chauhan,5,Awesome,"Extreme specs at extremely lower price. Great camera(also low light performance in manual mode is great), amazing battery(getting around 5-7 hours of screen on time based on your usage) and most importantly crazy fast performance. Even you're getting 18w charger with QC3.0 which charges the device 0-100% in almost 1:45 h. If you have budget then don't even think a second, n get ur hands on.",2,0,"Sep, 2018"
santhi swaroop potnuri,5,Wonderful,Confused between all budget phones. Poco f1 came as a surprise and fixed in my mind. Superb phone. Good in every aspect of daily usage. Worth buying it,2,0,"Sep, 2018"
Munusamy N,5,Best in the market!,good performance,2,0,"Sep, 2018"
Fayaz Sadam,4,Really Nice,nice phone,1,0,"Sep, 2018"
shaik bilal,5,Terrific,hey this is good phone.....,2,0,"Sep, 2018"
Sree AP,5,Must buy!,my dream phone,2,0,"Sep, 2018"
Venkateswara Reddy Mareddy,5,Perfect product!,awesome product for awesome price #rip op #rip honor #rip mi a2😂 😂,2,0,"Sep, 2018"
Deepam Gupta,4,Pretty good,camera with AI is excellent. performance is also good. little bit heavy in weight.,2,0,"Sep, 2018"
Sibananda Nayak,5,Perfect product!,perfect budget flagship....,1,0,"Aug, 2018"
Sudipta Mondal,5,Must buy!,just go for it.. don't hear anyone..,2,0,"Aug, 2018"
KOTAPATI YASWANTH,5,Value for money,Out standing,2,0,"Aug, 2018"
Hruthvik  Bhargav,4,Good quality product,awesome phone for the price,2,0,"Aug, 2018"
Manish Dhale Manish Dhale,5,Must buy!,awesome phone ..,2,0,"Aug, 2018"
INZAMAM UL HAQ R,5,Awesome,"totally worth for each penny u spend to buy this phone.just after using this for one day ,i feel satisfied with the phones performance.If you are looking to buy a new phone under 25k ,you should go for poco f1.",2,0,"Aug, 2018"
Subhankar  Nandy,5,Awesome,if you a hand on this device.. then dude just go for it.. at 23k (6GB ram 128GB) its just awesome.. without any second thoughts just buy it,2,0,"Aug, 2018"
Nivin George,5,Delivery,Perfect fast delivery,2,0,"Aug, 2018"
Akshay manral,5,Terrific purchase,Can't be Better,2,0,"Aug, 2018"
Soumyadeep Hansda,5,Classy product,"The best value for money as of now...... simply awesome phone,only if you can get your hands on",2,0,"Aug, 2018"
Samrat Bagchi,5,Worth every penny,we don't get led flash in front camera but display flash is present...did not face any lagging issue..but it is slower than oneplus 6..ram manegement is not superbbb like oneplus hope future update will fix this..Daylight camera kills oneplus 6 but low light camera struggles..,10,8,"Aug, 2018"
Abhishek Gautam,1,Worthless,phone become heat after playing half an hour of PUBG mobile game.,12,10,"Sep, 2018"
Ashok Gupta,5,Great product,Today I gifted to my daughter on his birthday but the mobile is not working at all. Dead Mobile received,11,12,"Sep, 2018"
satish,1,Not recommended at all,"worst management ever, i've ordered rosse red ended up getting steel blue the worst color.",11,10,"Jan, 2019"
Harish Jain,1,Don't waste your money,"phone look so cheap quality, outlook is very worst when compare the other mobiles avaible in the market.",7,5,"Sep, 2018"
Vikash Mishra,5,Wonderful,First of all kudos to flipkart to deliver it with in 48 hours..,23,28,"Sep, 2018"
Keyur  Dasarwar,5,Best in the market!,Fabulous phone .. OMG,6,4,"Sep, 2018"
Ashwathaiah Bidadi,1,Unsatisfactory,"Everything is good. except Voice recording or karaoke songs uploading,, lot of disturbance so i requested to replacement or refund the amount.",5,3,"Sep, 2018"
Ajay Beladiya,1,Waste of money!,product screen is not tuf(give gorilla glass 3 but not nice work) and broken in only 1feet,40,64,"Sep, 2018"
Raguram G,4,Best One,"I am writing this after 2 years, Superb phone, best processor ever no hang issues.",2,1,"Jun, 2021"
RAJIT KUMAR,4,Very Good,best falgship ever,3,1,"Mar, 2021"
Dushyant Pooniya,5,Worth every penny,Goodest fone in world i kill very too much enemy in pubg moblel no lag no heat full maza din bhar pubg no bettery issues again full maza very big big display once again full maza 😁😁,3,1,"Feb, 2020"
Raj Sekhar  Raj,5,Highly recommended,nice phone,3,1,"Nov, 2019"
Flipkart Customer,1,Waste of money!,"Really very disappointed!! Brought this phone last year on 15th October 2018 and the phone was working all good till day before yesterday. Yesterday it automatically got dead and was not switching on. After visiting the Mi store, they informed me that there's some issue in the motherboard and to fix that I need to pay 11k. I was in shock as I'm not a heavy user, I never had any games on my phone neither I dropped the phone in past few months. Even they were clueless as to why this happened. I...",3,1,"Oct, 2019"
Aniket Sutar,5,Simply awesome,camera 10/10,3,1,"Sep, 2019"
Gowrishankar Balakrishnan,1,Unsatisfactory,within 1 month phone display not working. blank,3,1,"Sep, 2019"
Rahil Kureshi,1,Useless product,mobile. was excelent but your exchange system is so poor,3,1,"Aug, 2019"
Rohan Jain,1,Phone's display is defective by design,The display of the device is by design defective as per the Xiaomi support / technician from Flipkart.,3,1,"Jul, 2019"
Flipkart Customer,4,Value-for-money,"Writing this review after using the phone for one year, the sd845  Processor is the only thing that's keeps this phone in the market and good ratings, everything else average,and the display is worst ,Touch is not working once in a minute, think about playing MOBA with that,but still the best performance in this price tag,and good battery ,camera rear average, front Good, sound quality average",3,1,"Jul, 2019"
suneesh subramanian,1,Worthless,The phone started switching off right after the return policy is over. Cannot believe I paid 18 k for a product which stopped working after 3 week. Worst experience with Flipkart and MI.,3,1,"Jul, 2019"
Satish  Munde,4,Wonderful,smartphone is nice..but serious issues with multitouch ... while playing games like pubg there is touch problem..so I request Xiaomi fix this problem as early as possible..it's too painful for users while using this smartphone,3,1,"Jul, 2019"
Praveen Chandru,5,Excellent,good phone value for money awesome battery backup ,3,1,"Mar, 2019"
Patel Ashvin,1,Very poor,Don't buy poco ..screen bleeding issue in most of poco phone ...and flipkart technician never accept your replace request ..its a faulty product ....,3,1,"Feb, 2019"
Sahil Thakur,1,Did not meet expectations,this only for Flipkart executive. Flipkart hire such illiterate executive. I owned Poco f1 and again order the same for my mother on exchange offer but flipkart executive rejected my device for no reason. my old device fullfil all the required as mentioned by the Flipkart on the app and website. there is only a minor back panel fit issue in my Moto g5. and Flipkart haven't mentioned as such any condition of exchange in their website or app. then why that guy has rejected my exchange.,3,1,"Feb, 2019"
Abhishek Banerjee,1,Useless product,Absolute unprofessional behavior by Flipkart for the replacement of the defective phone which I got .,3,1,"Jan, 2019"
Deepak Jad,1,Worst experience ever!,product has battery drain issue and black screen issue. ,3,1,"Jan, 2019"
Kiran CN,1,Horrible,Got defective product with screen bleeding... Requested for replacement...,3,1,"Jan, 2019"
Soumyadeep Mondal,5,Terrific purchase,Amazing phone for its price. Don't let the hate about this device tell you otherwise.. The best Performance to Price ratio than any device available out there in the market. Been using it for 4 months now and I'm completely satisfied. DO NOTE THAT :- The software has bugs but not any major ones. Every bug is being fixed with updates. Yes!!! It gets updates every 2-3 months fixing as many bugs as possible. Got Android pie update within 2 months of the launch. Had the most active development gr...,3,1,"Jan, 2019"
Anup Mistry,2,Could be way better,this was the last purchased i made from flipkart i will never buy anything from flipkart and i also suggest my friend to not buy anything from flipkart.,3,1,"Jan, 2019"
Dr Abhishek Kumbar,5,Must buy!,Everything is superb.,3,1,"Dec, 2018"
khan Mujahid,5,Great product,Best camera📷 phone📱 in this budget💰👍,3,1,"Dec, 2018"
KSHITIJ SHARMA,1,Hated it!,THE  PRODUCT  HAD DEFECTIVE DISPLAY SYSTEM WITH SCREEN BLEEDING AND VERTICAL BRIGHT LINES  .  PHONE RECEIVED ON REPLACEMENT WAS EVEN WORSE........!!!!!,3,1,"Dec, 2018"
Mohammad Abbas Charaniya,1,Utterly Disappointed,Screen bleeding forever,2,1,"Oct, 2018"
Arvind Acharya,1,Hated it!,I am still waiting for refund. My phone has severe screen bleeding issue at  bottom of screen. Approached customer service executives multiple times no progress yet. I have filed complaint and waiting for further responses.,3,1,"Oct, 2018"
Flipkart Customer,4,Good choice,best in class camera🤩🤩🤩🤩,3,1,"Sep, 2018"
Vivek Chaurasia,5,Mind-blowing purchase Go for it,Hi ,3,1,"Sep, 2018"
Sourav Kar,5,Worth every penny,just go for it guys. it's just awesome.,3,1,"Sep, 2018"
Kuntal  Mandal,5,Perfect product!,excellent phn....value for money....camera awesome.....super fast phn......polycarbonate back cover looks premium....value for money....dont hesitate...go for it...#poco,3,1,"Aug, 2018"
Chetan Kumar VI,5,Excellent,delivery was fast. phone is awesome. using from morning installed all apps battery was 70% morning now it is 45%.,3,1,"Aug, 2018"
Shreyas Hegde,5,Brilliant,Excellent performance. Good camera. Software needs to be optimized a bit (buggy but not noticable). Best option for the price segment.,3,1,"Aug, 2018"
Suraj V,5,Terrific,actually I got this beast at 22k during Diwali sale. First of all several people panicking about Op5 & 6 with this device. But needless to say people always expect a phone around 20k with all better feature. Bit how those people compare with a 30+k phone. ,4,2,"Nov, 2018"
Venkates Samudrala,5,Simply awesome,very good features pie update,3,2,"Sep, 2018"
Flipkart Customer,5,Awesome,awesome mobile,5,2,"Sep, 2018"
Rao Rahul Singh,4,Bttry an night face unlock,All worthy but btry prformance is not as like 4000 and in dark face unlock is a litlle bit slow as in light,4,2,"Aug, 2018"
Himadri Jana,5,Fabulous!,In one word it's incredible..just awesome handset and no cons at all..got it nicely..and using it happily,4,1,"Aug, 2018"
KUKKADAPU KANAKAIAH,3,Waste of money!,dont buy .....not supporting a,23,36,"Aug, 2018"
Amit Agale,1,Worthless,I got defective peace ,6,6,"Sep, 2018"
Aditya Choudhary,2,Bad quality,"the phone has a great performance, a good battery life, no ads like miui, headphones jack, abv avg sound. but the main thing is the screen is not at all durable. my screen broke the first time it fall from a table. have seen many reviews about screen quality but I ignored because of its specs.",4,3,"Feb, 2019"
Roshni Gupta,4,Delightful,Screen glass quality is poor.,4,3,"Dec, 2018"
Vikram Negi,1,Useless product,There is a screen bleeding issue in this phone.,4,3,"Sep, 2018"
Jaswanth ,4,Good choice,Satisfies the tagline master of speed..Smooth experience on PubG Hd frame..Pubg family😎..try to fix that notifications appear on top near the notch.its frustating to scroll down everytym for notifications,3,3,"Aug, 2018"
ANAS A C ,1,Unsatisfactory,"Capable Hardware with Worst Software. No notification icon on status bar, severe battery drop, ok google not working, android auto not working, full screen youtube videos are looks ugly to watch, because of improper screen size usage, screen bleeding issue, etc are the issues felt for me. so only 2 star. because i am not happy with the purchase. if issue solves, i will definitely give 5 star.",16,30,"Sep, 2018"
AMIT CHEGE,5,Awesome,I have been using this phone from last 1.5 years. Battery performance is dramatically reduced. I have to full charge it end of the day. Charging is very slow... Takes a lot of time to charge. And discharge is quick.,2,2,"Aug, 2020"
Nizam Lohia,1,Worst experience ever!,touch issue don't buy,3,2,"Dec, 2019"
Flipkart Customer,3,Just okay,"old mobile not exchanged by wish boy,without any reason.",3,2,"Aug, 2019"
Sreekumar B,1,Waste of money!,I had bad experience with flipkart that the piece that I get has a heating problem and I asked for replacement and its getting rejected after technical visit saying that 44 degree is not a temperature and it's normal temperature .So I am now using it in warm condition always.Really bad experience.,2,2,"Nov, 2018"
Niraj Kumar Mishra,5,Awesome,Most awaited and Awesome phone as expected.....I recommend you it's a must buy product.,3,2,"Sep, 2018"
Darshan R,5,Simply awesome,great performance good camera and powerful battery back up must buy product,3,2,"Sep, 2018"
Rupesh Rajendra Pasalkar,4,Worth the money,"the phone is a beast at this price range..the Camera, phone performance, fingerprint scanner are too good..",3,2,"Sep, 2018"
Nitin Venaktesh Neelwani,4,Nice product,display brightness is little less need to set at high rest all is good battery is draining fast as compare to Redmi note 4 has similar battery capacity,3,2,"Aug, 2018"
Varun Raj,3,Nice,great in everything but speaker not good as my expernce.and i have issue with radio i didnt find any option to listen radio via headphone.please check this issue.and it didnt show battery percentage on satus br.,8,11,"Aug, 2018"
Flipkart Customer,1,Unsatisfactory,phone gets lagged a lot of times and i believe a lot of people are having issue with the screen including my handset. The corners of handset screen is yellow in color not as per standard. Please dont buy this phone now worth the money.,4,4,"Oct, 2019"
Ashish Modha,1,Did not meet expectations,I was delivered completely dead phone. I have exchanged my old phoneand I was left without any working phone.  I have requested the executive to fast track the return procedure as I have not any other phone but  he says that he can not do that and return procedure will take nearly 10 days. just imagine you have to spent 10 day without any phone.,2,4,"Jan, 2019"
Nandhini M,1,Worthless,within one month price is get down,4,3,"Dec, 2018"
Jubin Arora,1,Unsatisfactory,After replacement also I received the defective product but now the salary is not agreeing I'm not refunding my money..!! screen bleeding is a huge issue in this poco f1.,4,3,"Nov, 2018"
HaRsh Anavadiya,1,Useless product,My poco f1 in network problems,4,4,"Sep, 2018"
Arfath  Khan,5,Terrific,excellent camera,4,4,"Sep, 2018"
Rajesh Mahajan,1,Horrible,network not coming for any SIM. All SIMs working fine in other phones. Flipkart is not agreeing to the problem. Flipkart has passed the 10 days replacement period as not agreeing to the problem. Highly unsatisfied. I have neither purchased the phone to just play games nor to click pics.,5,6,"Nov, 2018"
prashant kale,1,Very poor,"Camera is huge issue, wastage of money for photography lover .",2,1,6 months ago
Daya Kalavara,5,Simply awesome,Gaming  performance is so Good and smoothly ,2,1,"Jun, 2021"
Junaid  Ahmad,5,Best in the market!,"I bought this product in September 2018 and used 2.5 years. Poco F1 performance is quite good, fully charged battery work up to 1 to 2 days with excessive internet browsing. Excellent in performance, battery life, camera quality and in price.",2,1,"May, 2021"
Mahesh Kumar,5,Worth every penny,POCO F1 is a affordable and competitive price range phone compared to other brands.,2,1,"Apr, 2021"
Piyush Bhadada,1,Unsatisfactory,After using for one and half year the battery started suddenly swelling up and it is now draining very quickly .The same thing happened with one of my friend also.This is just terrible.May be after phone update this happened.Xiomi should compensate for this.,2,0,"Aug, 2020"
Flipkart Customer,5,Wonderful,Noone can provide this at that price xiaomi's best phone till now after using it for 6months this is my honest review.,2,1,"Mar, 2020"
Rahul Medepalli,5,Great product,this is best buy this price range xiomi always gives the best and new brand Poco is no difference,1,1,"Jan, 2020"
Manish,1,Utterly Disappointed,Touch issue  is there,1,1,"Dec, 2019"
Supratim Majumder,3,Nice,"wifi ,hotspot is not working properly i even thought of returning the product but I was out of station so I was not able to return it but it is working not so badly it is an average product from flipkart . Battery performance is also average....",2,1,"Dec, 2019"
Anukumar K,4,Value-for-money,Phone performance is very good.Rear camera average  .Display clarity is very poor as we expected.,2,1,"Oct, 2019"
Amit Ghotikar,3,Just okay,"Pros - Camera quality is good , app handling capacity is also good thanks to internal storage and memory",2,1,"Sep, 2019"
Pavan Kumar S,5,Perfect product!,Except display (it says Gorilla glass but a short drop my display got cracks) everything else is perfect for a basic more ile user. ,2,1,"Jul, 2019"
Flipkart Customer,5,"Bad Product don't buy, gave 5 stars so this review gets see",I am giving 5 stars so that this review gets seen,2,1,"Jul, 2019"
Flipkart Customer,5,Brilliant,best one,2,1,"Jul, 2019"
Sebastian Hmar,5,Terrific,A) I love the fact that I can get a Snapdragon 845 processor based phone at such an affordable price. props to Xiaomi for that! Haven't experienced any lag yet.,2,1,"Jun, 2019"
Abhinandan Chaudhuri,5,Just wow!,Awesome Phone,3,1,"Jun, 2019"
rajasekhar. k,4,Really Nice,Canada good,2,1,"May, 2019"
Flipkart Customer,1,Not recommended at all,Body quality is poor. Fall down from 10 cm height  phone was broken.,2,1,"May, 2019"
ankur arpit goeal,1,Not recommended at all,"it has touch issue ,  they see it is corning gorilla glass but it is not.",2,1,"Apr, 2019"
Girwarsingh Shekhawat,1,Don't waste your money,"I would rate it Half a star but unfortunately it wont allow me to rate it Half star. The day i received the phone i was facing issue with mobile speakers while calling. I requested Flipkart for replacement, they sent an technician to check the phone, the phone voice was working fine when the technician visited hence they marked my request as cancelled. The phone has lot off issues, the alarm is not working on this device , another major issue is that when i call someone and talk on loudspeake...",2,1,"Apr, 2019"
Nilesh kumari Gupta,2,Expected a better product,touch not working properly,2,1,"Apr, 2019"
Abhisek  Das,5,Classy product,this pictures are enough then enough..sooo perfect..😘 I mean poco 's camera set-up are just like batter iiii smooth.. even all-round the best flagship killer phone.. Awesome.. #LOVETHEPOCO,2,1,"Apr, 2019"
Nikhil Patil,3,Nice,can't connect external hard disk ,2,1,"Mar, 2019"
Nachiket Yawalkar,4,Good quality product,screen has some issues...make sure you run screen test to identify the screen burning and touch sensitivity... overall phone performance is great ..i wish this phone would have stock experience,2,1,"Feb, 2019"
CHANDRAPRAKASH  TIWARI,1,Utterly Disappointed,i suggest don't go to Flipkart Horrible experience,2,1,"Feb, 2019"
Raj Ankit,3,Good,Average display quality,1,1,"Jan, 2019"
VIVEK V,1,Hated it!,"replacement not accepting.after delivery no chance for replacement,continuously rejecting with different reasons",1,1,"Jan, 2019"
Bharat Harikumar,3,Does the job,"In terms of performance, yes this is a bang for buck. But i dnt think build quality is up to mark. There is slight screen bleeding on my phone and camera quality on low light is is too LOW. There is lot of grains and noise and even day light pictures looks like painting with low sharpness. I opted for replacement for the screen bleeding but got rejected. Think twice before buying it but if battery and performance is your only concern then it is the best phone under this price segment.",2,1,"Jan, 2019"
Shashwat Panda,3,Good,"Facing screen bleeding issue, a manufacturing defect by Xiaomi (India's no.1 smartphone brand). due to this issue it doesn't feel like a flagship killer. just feel like a cheap brand phone with some issues. ",2,1,"Dec, 2018"
SHIVA BHAVANARI,1,Terrible product,i didn't recognise screen bleeding issue until 10 days after my purchase.....:( i dont know what to do now as there is no chance of replacement......:( very much disappointed with screen bleeding.....:( apart from that performance is good......xiaomi should do anything for this as there are many cases of screen bleeding......,2,1,"Nov, 2018"
Khaleel  AR,4,Very Good,happy with this phone. except for the few software bugs (hope the scrolling issues are fixed with the upcoming update) poco f1 is absolutely amazing. make sure you get a screen protector preferably a good tempered glass since the screen can get scratches easily from coins or keys in your pocket,2,1,"Oct, 2018"
goutham  kempasiddaiah,5,Simply awesome,"Its really superb, it is equal to one +",2,2,"Oct, 2018"
Riyas F,3,Does the job,battery is best.screen is worst has bleeding issue.pubg is lagging,2,0,"Oct, 2018"
Vaibhav Chavan,5,Just wow!,excellent phone with every specifications i am using Samsung S8plus but now i am fan of POCO F1 AMAZING SPEED but have screen bleeding problem on my POCO F1 replaced once but again same problem,2,1,"Sep, 2018"
Rohan  Bhatt,1,Horrible,phone is exclent but i got defective product both time  and i face meany problems replacement process first time i got screched camera lens and second time i got badest phone ever its screen bleeding and when i try to transfer deta from phone to memory card phone get hanged and display stops lighting.,2,1,"Sep, 2018"
Flipkart Customer,5,Mind-blowing purchase,camera10/10     battry 10/10  perfromance 10/10  ...,2,1,"Sep, 2018"
Indra Mohan Gupta,5,Must buy!,was using iphone for 3 years and changed my decision this time by purchasing POCO and i am not regretting it.,2,1,"Sep, 2018"
Gaurav Dobriyal,1,Hated it!,Poco f1 had serious problem of no custmization of app running in full display notch area is covering key button and you can't turn it off for game optimised to play in full screen. And you can't change it.,2,1,"Sep, 2018"
hemant bansal,2,Slightly disappointed,light bleed on display,2,1,"Sep, 2018"
Nitish Roshan Parida,4,Very Good,best budget phone ever,2,1,"Sep, 2018"
Vimlesh  Tiwari,2,Expected a better product,Take lots of time to repalce it has color bleeding issue and again very small cut marks on screen but i will manage .It was my worest experience after sale and service  . Can I get New Full Proof Good Product I dont know . this I am Not go for Repalcement  Because it Take Around 12-13 day to replace after long coversation in flipkart costumer care and social media .,2,1,"Sep, 2018"
Saumya Panday,5,Awesome,1. Status bar - no notifiactions App icons display                                                                                                                                                                                                                                              ,2,1,"Sep, 2018"
Dinesh Deswal,1,Terrible product,poco f1 not gives notification in front of display..many app not working properly...if you connect the with bluetooth and any call come to your phone your phone speakers working automatically..when i connect the Bluetooth with speaker and in this period anyone call me the phone speaker automatically on this is the begest fault in this phone,2,1,"Sep, 2018"
Anirudh Kumar,2,Moderate,"If you are not a gamer this if simply not for you, ",2,1,"Sep, 2018"
Radhika  P,4,Worth the money,Product is good..In time delivery by filkart. don't compare with one plus six. performance and display good. camera needs to improve in low light area. ,2,1,"Sep, 2018"
Rahul  r,1,Waste of money!,Not a good option,2,1,"Sep, 2018"
Flipkart Customer,5,Fabulous!,Review after one week of usage,2,1,"Sep, 2018"
Flipkart Customer,1,deepjyoti das,the mobile was not properly working it will be  hang any time  showing me,2,1,"Sep, 2018"
Shripad Patwekar,2,Moderate,As it said by Xiomee  the overall phone is good but the camera is very poor in performance. Phone is not for camera lovers. Pixels are very poor.Go for A2 instead,2,1,"Sep, 2018"
Manish Shukla,3,Nice,awesome....but lowlight photos are not up to the mark.,1,1,"Sep, 2018"
Abhijeet Raj,3,Decent product,I didn't get the cashback for jio offer recharge,2,1,"Sep, 2018"
Mukendra  singh,5,Awesome,nice phone,2,1,"Sep, 2018"
Shravan Desai,5,Must buy!,"Excellent phone With new features, the best phone is 20-30k segment, Youth's attracts for Poco... ",2,1,"Sep, 2018"
Mayukh Mukherjee,5,Perfect product!,Loved the feeling while it came out of the box..,2,1,"Sep, 2018"
Ashish A bakliwal,5,Fabulous!,Above expectations,2,1,"Aug, 2018"
Pritish Prusty,5,Brilliant,superbbb phone.. I was previously using Redmi noe 4.. actually before launch of this phone I had planned to buy Honor Bt there was some problem that I was unable to buy that ...now feeling satisfied using this.,2,1,"Aug, 2018"
Syed  SULTAN,5,Nice product,All is good but need improve design,2,1,"Aug, 2018"
Manivel Raj,5,Perfect product!,"hi frnds for 20k this is an wonder full product, don't go for review, its definitely awesome mobile..",2,1,"Aug, 2018"
Nagarjuna Kodidala,4,Good choice,"Except notch , everything is good about phone",8,13,"Aug, 2018"
Rifat Chowdhury,5,Terrific,Still using it💝,1,0,2 months ago
Harshit Gupta,5,Classy product,Still using in 2022 working absolutely fine,1,0,3 months ago
Flipkart Customer,5,Wonderful,Mobile that have all functions full of power 👍👌👌,1,0,4 months ago
Mr sunit Biswas,4,Good quality product,Best phone ever in that price ,1,0,5 months ago
Samson Jadipudi,5,Excellent,Ok,1,0,6 months ago
Shadab,5,Awesome,This is one of the best product of poco. I am using this phone past 3 years and I didn't get any problem phone is very tough and if you install gcam on this phone then you can easy beat iPhone 11 or any other phone in this price mind blowing phone and the best part of this phone is it's ir sensor which unlock your phone in absolute dark,1,0,6 months ago
Flipkart Customer,5,Classy product,Best photo,1,0,6 months ago
Sandeep Kewat,5,Brilliant,Superb performance after 3 year i want IR screen unlock senser on new lunch poco phone please I want buy new poco so please....,1,0,7 months ago
Adarsh  kumar,5,Brilliant,Have been using this phone for the last 3 years.,1,0,8 months ago
Flipkart Customer,5,Super!,Now it fourth year of using this Mobile. Except few thing it work very smooth.,1,0,"Jan, 2022"
Flipkart Customer,5,Mind-blowing purchase,Yup still using it 4 years,1,0,"Dec, 2021"
Mahendra Tipale,5,Brilliant,Great device. I'm still using it and it rocks. Still compete with mid range today. No performance issues. Charges quick. I wiped ROM and got lineage 18 with android 11. Waiting for another such flagship.,1,0,"Nov, 2021"
Afees Salim,5,Fabulous!,"Using for three years now and totally worth it. Only con is with the display. Previous screen does not fade sometimes. Camera quality is excellent. Had to replace the battery once. The device heats up sometimes. All in all, it was an happy with the choice. AI camera🔥",1,0,"Oct, 2021"
Pritesh Dhongade,5,Mind-blowing purchase,Superb performance 🤩,1,0,"Oct, 2021"
Flipkart Customer,5,Super!,Best device I ever Seen 👍,1,0,"Oct, 2021"
Sachin Jadhav,5,Classy product,"Completed 3 years, still I do not feel this phone is outdated. I can use it at least 2 more years.",1,0,"Oct, 2021"
